id,project_id,file_name,file_type,status
6263,738,00528Stewart-Decision-BoxCoverSheets.pdf,pdf,SUCCEEDED
6264,738,00528Stewart-Decision-Codebook.pdf,pdf,SUCCEEDED
6265,738,00528Stewart-Decision-Data.por,por,FAILED_LOGIN_REQUIRED
6266,738,00528Stewart-Decision-Data.tab,tab,FAILED_LOGIN_REQUIRED
6267,738,00528Stewart-Decision-MeasuresForm.por,por,SUCCEEDED
6268,738,00528Stewart-Decision-MemoOfAgreement.pdf,pdf,SUCCEEDED
6269,738,00528Stewart-Decision-PaperDataInventory.por,por,SUCCEEDED
6270,738,00528Stewart-Decision-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
6271,738,00528Stewart-Decision-StudyDescription.pdf,pdf,SUCCEEDED
6272,739,00701Finn-Japanese-BoxCoverSheets.pdf,pdf,SUCCEEDED
6273,739,00701Finn-Japanese-Codebook.pdf,pdf,SUCCEEDED
6274,739,00701Finn-Japanese-Data.por,por,FAILED_LOGIN_REQUIRED
6275,739,00701Finn-Japanese-Data.tab,tab,FAILED_LOGIN_REQUIRED
6276,739,00701Finn-Japanese-Measures.pdf,pdf,SUCCEEDED
6277,739,00701Finn-Japanese-MemoOfAgreement.pdf,pdf,SUCCEEDED
6278,739,00701Finn-Japanese-PaperDataInventory.pdf,pdf,FAILED_LOGIN_REQUIRED
6279,739,00701Finn-Japanese-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
6280,739,00701Finn-Japanese-StudyDescription.pdf,pdf,SUCCEEDED
6281,740,01026Dill-FemaleHeaded-DeidentifiedFiles.zip,zip,FAILED_LOGIN_REQUIRED
6282,740,01026Dill-FemaleHeaded-InterviewInventory.pdf,pdf,SUCCEEDED
6283,740,01026Dill-FemaleHeaded-InventoryBySubject.wpd,wpd,SUCCEEDED
6284,740,01026Dill-FemaleHeaded-MemoOfAgreement.pdf,pdf,SUCCEEDED
6285,740,01026Dill-FemaleHeaded-StudyDescription.pdf,pdf,SUCCEEDED
6286,741,00097_Early_Head_Start_03804-0001-User_Guide-BirthToThree.pdf,pdf,SUCCEEDED
6287,741,00097_Early_Head_Start_03804-0001-User_Guide-Grade5.pdf,pdf,SUCCEEDED
6288,741,00097_Early_Head_Start_03804-0001-User_Guide-PreK.pdf,pdf,SUCCEEDED
6289,741,00097_Early_Head_Start_Baseline (HSFIS) data files.doc,doc,SUCCEEDED
6290,741,00097_Early_Head_Start_bl_ruf.sd2,sd2,FAILED_LOGIN_REQUIRED
6291,741,00097_Early_Head_Start_bl_ruf.tab,tab,FAILED_LOGIN_REQUIRED
6292,741,00097_Early_Head_Start_ehs_sites.sas7bdat,sas7bdat,FAILED_LOGIN_REQUIRED
6293,741,00097_Early_Head_Start_ehs_sites.tab,tab,FAILED_LOGIN_REQUIRED
6294,741,00097_Early_Head_Start_ehs_urban.sas7bdat,sas7bdat,FAILED_LOGIN_REQUIRED
6295,741,00097_Early_Head_Start_ehs_urban.tab,tab,FAILED_LOGIN_REQUIRED
6296,741,00097_Early_Head_Start_HSF_FMTS.SAS,sas,SUCCEEDED
6297,741,00097_Early_Head_Start_MemoOfAgreement.pdf,pdf,SUCCEEDED
6298,741,00097_Early_Head_Start_ofam_ruf.sd2,sd2,FAILED_LOGIN_REQUIRED
6299,741,00097_Early_Head_Start_ofam_ruf.tab,tab,FAILED_LOGIN_REQUIRED
6300,741,00097_Early_Head_Start_okid_ruf.sd2,sd2,FAILED_LOGIN_REQUIRED
6301,741,00097_Early_Head_Start_okid_ruf.tab,tab,FAILED_LOGIN_REQUIRED
6302,741,00097_Early_Head_Start_Public_restricted data files_oct11.xls,xls,SUCCEEDED
6303,742,00548FoxM-Unmarried-Codebook.pdf,pdf,SUCCEEDED
6304,742,00548FoxM-Unmarried-DataFileList.pdf,pdf,SUCCEEDED
6305,742,00548FoxM-Unmarried-Data.por,por,FAILED_LOGIN_REQUIRED
6306,742,00548FoxM-Unmarried-Data.tab,tab,FAILED_LOGIN_REQUIRED
6307,742,00548FoxM-Unmarried-Measures.pdf,pdf,FAILED_LOGIN_REQUIRED
6308,742,00548FoxM-Unmarried-MemoOfAgreement.pdf,pdf,SUCCEEDED
6309,742,00548FoxM-Unmarried-PaperDataInventory.pdf,pdf,SUCCEEDED
6310,742,00548FoxM-Unmarried-PaperData.pdf,pdf,FAILED_LOGIN_REQUIRED
6311,742,00548FoxM-Unmarried-StudyDescription.pdf,pdf,SUCCEEDED
6312,743,00645Rosen-Unemployed-BoxCoverSheets.pdf,pdf,SUCCEEDED
6313,743,00645Rosen-Unemployed-Codebook.pdf,pdf,SUCCEEDED
6314,743,00645Rosen-Unemployed-DataFileList.pdf,pdf,SUCCEEDED
6315,743,00645Rosen-Unemployed-Data.por,por,FAILED_LOGIN_REQUIRED
6316,743,00645Rosen-Unemployed-Data.tab,tab,FAILED_LOGIN_REQUIRED
6317,743,00645Rosen-Unemployed-Measures.pdf,pdf,FAILED_LOGIN_REQUIRED
6318,743,00645Rosen-Unemployed-MemoOfAgreement.pdf,pdf,SUCCEEDED
6319,743,00645Rosen-Unemployed-StudyDescription.pdf,pdf,SUCCEEDED
6320,744,00069Barnett-Vocational-BoxCoverSheets.pdf,pdf,SUCCEEDED
6321,744,00069Barnett-Vocational-Codebook.pdf,pdf,SUCCEEDED
6322,744,00069Barnett-Vocational-DataFileList.pdf,pdf,SUCCEEDED
6323,744,00069Barnett-Vocational-Data.por,por,FAILED_LOGIN_REQUIRED
6324,744,00069Barnett-Vocational-Data.tab,tab,FAILED_LOGIN_REQUIRED
6325,744,00069Barnett-Vocational-Measures.pdf,pdf,SUCCEEDED
6326,744,00069Barnett-Vocational-MemoOfAgreement.pdf,pdf,SUCCEEDED
6327,744,00069Barnett-Vocational-StudyDescription.pdf,pdf,SUCCEEDED
6328,744,Completed Follow-up Questionnaires.pdf,pdf,SUCCEEDED
6329,744,Group assignment scoresheets.pdf,pdf,FAILED_LOGIN_REQUIRED
6330,744,Heilburns instructions and norms for scoring Gough.pdf,pdf,FAILED_LOGIN_REQUIRED
6331,744,Interview Transcripts-Group 1.pdf,pdf,FAILED_LOGIN_REQUIRED
6332,744,Interview Transcripts-Group 2.pdf,pdf,FAILED_LOGIN_REQUIRED
6333,744,Interview Transcripts-Group 3.pdf,pdf,FAILED_LOGIN_REQUIRED
6334,744,Interview Transcripts-No Group assignment.pdf,pdf,FAILED_LOGIN_REQUIRED
6335,744,Scoresheets for CPI.pdf,pdf,FAILED_LOGIN_REQUIRED
6336,744,Subject_001.pdf,pdf,FAILED_LOGIN_REQUIRED
6337,744,Subject_002.pdf,pdf,FAILED_LOGIN_REQUIRED
6338,744,Subject_003.pdf,pdf,FAILED_LOGIN_REQUIRED
6339,744,Subject_004.pdf,pdf,FAILED_LOGIN_REQUIRED
6340,744,Subject_005.pdf,pdf,FAILED_LOGIN_REQUIRED
6341,744,Subject_006.pdf,pdf,FAILED_LOGIN_REQUIRED
6342,744,Subject_007.pdf,pdf,FAILED_LOGIN_REQUIRED
6343,744,Subject_008.pdf,pdf,FAILED_LOGIN_REQUIRED
6344,744,Subject_009.pdf,pdf,FAILED_LOGIN_REQUIRED
6345,744,Subject_010.pdf,pdf,FAILED_LOGIN_REQUIRED
6346,744,Subject_011.pdf,pdf,FAILED_LOGIN_REQUIRED
6347,744,Subject_012.pdf,pdf,FAILED_LOGIN_REQUIRED
6348,744,Subject_013.pdf,pdf,FAILED_LOGIN_REQUIRED
6349,744,Subject_014.pdf,pdf,FAILED_LOGIN_REQUIRED
6350,744,Subject_015.pdf,pdf,FAILED_LOGIN_REQUIRED
6351,744,Subject_016.pdf,pdf,FAILED_LOGIN_REQUIRED
6352,744,Subject_017.pdf,pdf,FAILED_LOGIN_REQUIRED
6353,744,Subject_018.pdf,pdf,FAILED_LOGIN_REQUIRED
6354,744,Subject_019.pdf,pdf,FAILED_LOGIN_REQUIRED
6355,744,Subject_020.pdf,pdf,FAILED_LOGIN_REQUIRED
6356,744,Subject_021.pdf,pdf,FAILED_LOGIN_REQUIRED
6357,744,Subject_022.pdf,pdf,FAILED_LOGIN_REQUIRED
6358,744,Subject_023.pdf,pdf,FAILED_LOGIN_REQUIRED
6359,744,Subject_024.pdf,pdf,FAILED_LOGIN_REQUIRED
6360,744,Subject_025.pdf,pdf,FAILED_LOGIN_REQUIRED
6361,744,Subject_026.pdf,pdf,FAILED_LOGIN_REQUIRED
6362,744,Subject_027.pdf,pdf,FAILED_LOGIN_REQUIRED
6363,744,Subject_028.pdf,pdf,FAILED_LOGIN_REQUIRED
6364,744,Subject_029.pdf,pdf,FAILED_LOGIN_REQUIRED
6365,744,Subject_030.pdf,pdf,FAILED_LOGIN_REQUIRED
6366,744,Subject_031.pdf,pdf,FAILED_LOGIN_REQUIRED
6367,744,Subject_032.pdf,pdf,FAILED_LOGIN_REQUIRED
6368,744,Subject_033.pdf,pdf,FAILED_LOGIN_REQUIRED
6369,744,Subject_034.pdf,pdf,FAILED_LOGIN_REQUIRED
6370,744,Subject_035.pdf,pdf,FAILED_LOGIN_REQUIRED
6371,744,Subject_036.pdf,pdf,FAILED_LOGIN_REQUIRED
6372,744,Subject_037.pdf,pdf,FAILED_LOGIN_REQUIRED
6373,744,Subject_038.pdf,pdf,FAILED_LOGIN_REQUIRED
6374,744,Subject_039.pdf,pdf,FAILED_LOGIN_REQUIRED
6375,744,Subject_040.pdf,pdf,FAILED_LOGIN_REQUIRED
6376,744,Subject_041.pdf,pdf,FAILED_LOGIN_REQUIRED
6377,744,Subject_042.pdf,pdf,FAILED_LOGIN_REQUIRED
6378,744,Subject_043.pdf,pdf,FAILED_LOGIN_REQUIRED
6379,744,Subject_044.pdf,pdf,FAILED_LOGIN_REQUIRED
6380,744,Subject_045.pdf,pdf,FAILED_LOGIN_REQUIRED
6381,744,Subject_046.pdf,pdf,FAILED_LOGIN_REQUIRED
6382,744,Subject_047.pdf,pdf,FAILED_LOGIN_REQUIRED
6383,744,Subject_048.pdf,pdf,FAILED_LOGIN_REQUIRED
6384,744,Subject_049.pdf,pdf,FAILED_LOGIN_REQUIRED
6385,744,Subject_050.pdf,pdf,FAILED_LOGIN_REQUIRED
6386,744,Subject_051.pdf,pdf,FAILED_LOGIN_REQUIRED
6387,744,Subject_052.pdf,pdf,FAILED_LOGIN_REQUIRED
6388,744,Subject_053.pdf,pdf,FAILED_LOGIN_REQUIRED
6389,744,Subject_054.pdf,pdf,FAILED_LOGIN_REQUIRED
6390,744,Subject_055.pdf,pdf,FAILED_LOGIN_REQUIRED
6391,744,Subject_056.pdf,pdf,FAILED_LOGIN_REQUIRED
6392,744,Subject_057.pdf,pdf,FAILED_LOGIN_REQUIRED
6393,744,Subject_058.pdf,pdf,FAILED_LOGIN_REQUIRED
6394,744,Subject_059.pdf,pdf,FAILED_LOGIN_REQUIRED
6395,744,Subject_060.pdf,pdf,FAILED_LOGIN_REQUIRED
6396,744,Subject_061.pdf,pdf,FAILED_LOGIN_REQUIRED
6397,744,Subject_062.pdf,pdf,FAILED_LOGIN_REQUIRED
6398,744,Subject_063.pdf,pdf,FAILED_LOGIN_REQUIRED
6399,744,Subject_064.pdf,pdf,FAILED_LOGIN_REQUIRED
6400,744,Subject_065.pdf,pdf,FAILED_LOGIN_REQUIRED
6401,744,Subject_066.pdf,pdf,FAILED_LOGIN_REQUIRED
6402,744,Subject_067.pdf,pdf,FAILED_LOGIN_REQUIRED
6403,744,Subject_068.pdf,pdf,FAILED_LOGIN_REQUIRED
6404,744,Subject_069.pdf,pdf,FAILED_LOGIN_REQUIRED
6405,744,Subject_070.pdf,pdf,FAILED_LOGIN_REQUIRED
6406,744,Subject_071.pdf,pdf,FAILED_LOGIN_REQUIRED
6407,744,Subject_072.pdf,pdf,FAILED_LOGIN_REQUIRED
6408,744,Subject_073.pdf,pdf,FAILED_LOGIN_REQUIRED
6409,744,Subject_090.pdf,pdf,FAILED_LOGIN_REQUIRED
6410,744,Subject_091.pdf,pdf,FAILED_LOGIN_REQUIRED
6411,744,Subject_092.pdf,pdf,FAILED_LOGIN_REQUIRED
6412,744,Subject_093.pdf,pdf,FAILED_LOGIN_REQUIRED
6413,744,Subject_094.pdf,pdf,FAILED_LOGIN_REQUIRED
6414,744,Subject_095.pdf,pdf,FAILED_LOGIN_REQUIRED
6415,744,Subject_096.pdf,pdf,FAILED_LOGIN_REQUIRED
6416,744,Subject_097.pdf,pdf,FAILED_LOGIN_REQUIRED
6417,744,Subject_098.pdf,pdf,FAILED_LOGIN_REQUIRED
6418,744,Subject_099.pdf,pdf,FAILED_LOGIN_REQUIRED
6419,744,Subject_100.pdf,pdf,FAILED_LOGIN_REQUIRED
6420,744,Subject_101.pdf,pdf,FAILED_LOGIN_REQUIRED
6421,744,Subject_102.pdf,pdf,FAILED_LOGIN_REQUIRED
6422,744,Subject_103.pdf,pdf,FAILED_LOGIN_REQUIRED
6423,744,Subject_104.pdf,pdf,FAILED_LOGIN_REQUIRED
6424,744,Subject_105.pdf,pdf,FAILED_LOGIN_REQUIRED
6425,744,Subject_106.pdf,pdf,FAILED_LOGIN_REQUIRED
6426,744,Subject_107.pdf,pdf,FAILED_LOGIN_REQUIRED
6427,744,Subject_108.pdf,pdf,FAILED_LOGIN_REQUIRED
6428,744,Subject_109.pdf,pdf,FAILED_LOGIN_REQUIRED
6429,744,Subject_110.pdf,pdf,FAILED_LOGIN_REQUIRED
6430,744,Subject_111.pdf,pdf,FAILED_LOGIN_REQUIRED
6431,744,Subject_112.pdf,pdf,FAILED_LOGIN_REQUIRED
6432,744,Subject_113.pdf,pdf,FAILED_LOGIN_REQUIRED
6433,744,Subject_114.pdf,pdf,FAILED_LOGIN_REQUIRED
6434,744,Subject_115.pdf,pdf,FAILED_LOGIN_REQUIRED
6435,744,Subject_116.pdf,pdf,FAILED_LOGIN_REQUIRED
6436,744,Subject_117.pdf,pdf,FAILED_LOGIN_REQUIRED
6437,744,Subject_118.pdf,pdf,FAILED_LOGIN_REQUIRED
6438,744,Subject_119.pdf,pdf,FAILED_LOGIN_REQUIRED
6439,744,Subject_120.pdf,pdf,FAILED_LOGIN_REQUIRED
6440,744,Subject_121.pdf,pdf,FAILED_LOGIN_REQUIRED
6441,744,Subject_122.pdf,pdf,FAILED_LOGIN_REQUIRED
6442,744,Subject_123.pdf,pdf,FAILED_LOGIN_REQUIRED
6443,744,Subject_124.pdf,pdf,FAILED_LOGIN_REQUIRED
6444,744,Subject_125.pdf,pdf,FAILED_LOGIN_REQUIRED
6445,744,Subject_126.pdf,pdf,FAILED_LOGIN_REQUIRED
6446,744,Subject_127.pdf,pdf,FAILED_LOGIN_REQUIRED
6447,744,Subject_128.pdf,pdf,FAILED_LOGIN_REQUIRED
6448,744,Subject_129.pdf,pdf,FAILED_LOGIN_REQUIRED
6449,744,Subject_130.pdf,pdf,FAILED_LOGIN_REQUIRED
6450,744,Subject_131.pdf,pdf,FAILED_LOGIN_REQUIRED
6451,744,Subject_132.pdf,pdf,FAILED_LOGIN_REQUIRED
6452,744,Subject_133.pdf,pdf,FAILED_LOGIN_REQUIRED
6453,744,Subject_134.pdf,pdf,FAILED_LOGIN_REQUIRED
6454,744,Subject_135.pdf,pdf,FAILED_LOGIN_REQUIRED
6455,744,Subject_136.pdf,pdf,FAILED_LOGIN_REQUIRED
6456,744,Subject_137.pdf,pdf,FAILED_LOGIN_REQUIRED
6457,744,Subject_138.pdf,pdf,FAILED_LOGIN_REQUIRED
6458,744,Subject_139.pdf,pdf,FAILED_LOGIN_REQUIRED
6459,744,Subject_140.pdf,pdf,FAILED_LOGIN_REQUIRED
6460,744,Subject_141.pdf,pdf,FAILED_LOGIN_REQUIRED
6461,744,Subject_142.pdf,pdf,FAILED_LOGIN_REQUIRED
6462,744,Subject_143.pdf,pdf,FAILED_LOGIN_REQUIRED
6463,744,Subject_144.pdf,pdf,FAILED_LOGIN_REQUIRED
6464,744,Subject_145.pdf,pdf,FAILED_LOGIN_REQUIRED
6465,744,Subject_146.pdf,pdf,FAILED_LOGIN_REQUIRED
6466,744,Subject_147.pdf,pdf,FAILED_LOGIN_REQUIRED
6467,744,Subject_148.pdf,pdf,FAILED_LOGIN_REQUIRED
6468,744,Subject_149.pdf,pdf,FAILED_LOGIN_REQUIRED
6469,744,Subject_150.pdf,pdf,FAILED_LOGIN_REQUIRED
6470,744,Subject_151.pdf,pdf,FAILED_LOGIN_REQUIRED
6471,744,Subject_152.pdf,pdf,FAILED_LOGIN_REQUIRED
6472,744,Subject_153.pdf,pdf,FAILED_LOGIN_REQUIRED
6473,744,Subject_154.pdf,pdf,FAILED_LOGIN_REQUIRED
6474,744,Subject_155.pdf,pdf,FAILED_LOGIN_REQUIRED
6475,744,Subject_156.pdf,pdf,FAILED_LOGIN_REQUIRED
6476,744,Subject_157.pdf,pdf,FAILED_LOGIN_REQUIRED
6477,744,Subject_158.pdf,pdf,FAILED_LOGIN_REQUIRED
6478,744,Subject_159.pdf,pdf,FAILED_LOGIN_REQUIRED
6479,744,Subject_160.pdf,pdf,FAILED_LOGIN_REQUIRED
6480,744,Subject_161.pdf,pdf,FAILED_LOGIN_REQUIRED
6481,744,Subject_162.pdf,pdf,FAILED_LOGIN_REQUIRED
6482,744,Subject_163.pdf,pdf,FAILED_LOGIN_REQUIRED
6483,744,Subject_164.pdf,pdf,FAILED_LOGIN_REQUIRED
6484,744,Subject_165.pdf,pdf,FAILED_LOGIN_REQUIRED
6485,744,Subject_166.pdf,pdf,FAILED_LOGIN_REQUIRED
6486,744,Subject_167.pdf,pdf,FAILED_LOGIN_REQUIRED
6487,744,Subject_168.pdf,pdf,FAILED_LOGIN_REQUIRED
6488,744,Subject_169.pdf,pdf,FAILED_LOGIN_REQUIRED
6489,744,Subject_170.pdf,pdf,FAILED_LOGIN_REQUIRED
6490,744,Subject_171.pdf,pdf,FAILED_LOGIN_REQUIRED
6491,744,Subject_172.pdf,pdf,FAILED_LOGIN_REQUIRED
6492,744,Subject_173.pdf,pdf,FAILED_LOGIN_REQUIRED
6493,744,Subject_174.pdf,pdf,FAILED_LOGIN_REQUIRED
6494,744,Subject_175.pdf,pdf,FAILED_LOGIN_REQUIRED
6495,744,Subject_176.pdf,pdf,FAILED_LOGIN_REQUIRED
6496,744,Subject_177.pdf,pdf,FAILED_LOGIN_REQUIRED
6497,744,Subject_178.pdf,pdf,FAILED_LOGIN_REQUIRED
6498,744,Subject_179.pdf,pdf,FAILED_LOGIN_REQUIRED
6499,744,Subject_180.pdf,pdf,FAILED_LOGIN_REQUIRED
6500,744,Subject_181.pdf,pdf,FAILED_LOGIN_REQUIRED
6501,744,Subject_182.pdf,pdf,FAILED_LOGIN_REQUIRED
6502,744,"Summary Scoresheets for Gough, CPI and Matthews.pdf",pdf,FAILED_LOGIN_REQUIRED
6503,744,Unidentified Instruments.pdf,pdf,FAILED_LOGIN_REQUIRED
6504,745,01116Osherson-Midlife-BoxCoverSheets.pdf,pdf,SUCCEEDED
6505,745,01116Osherson-Midlife-CodebookAddendum.pdf,pdf,SUCCEEDED
6506,745,01116Osherson-Midlife-Codebook.pdf,pdf,SUCCEEDED
6507,745,01116Osherson-Midlife-Data.por,por,FAILED_LOGIN_REQUIRED
6508,745,01116Osherson-Midlife-Data.tab,tab,FAILED_LOGIN_REQUIRED
6509,745,01116Osherson-Midlife-Measures.pdf,pdf,SUCCEEDED
6510,745,01116Osherson-Midlife-MemoOfAgreement.pdf,pdf,SUCCEEDED
6511,745,01116Osherson-Midlife-PaperData_Subject_2001.PDF,pdf,FAILED_LOGIN_REQUIRED
6512,745,01116Osherson-Midlife-PaperData_Subject_2002.PDF,pdf,FAILED_LOGIN_REQUIRED
6513,745,01116Osherson-Midlife-PaperData_Subject_2003.PDF,pdf,FAILED_LOGIN_REQUIRED
6514,745,01116Osherson-Midlife-PaperData_Subject_2004.PDF,pdf,FAILED_LOGIN_REQUIRED
6515,745,01116Osherson-Midlife-PaperData_Subject_2005.PDF,pdf,FAILED_LOGIN_REQUIRED
6516,745,01116Osherson-Midlife-PaperData_Subject_2007.PDF,pdf,FAILED_LOGIN_REQUIRED
6517,745,01116Osherson-Midlife-PaperData_Subject_2008.PDF,pdf,FAILED_LOGIN_REQUIRED
6518,745,01116Osherson-Midlife-PaperData_Subject_2009.PDF,pdf,FAILED_LOGIN_REQUIRED
6519,745,01116Osherson-Midlife-PaperData_Subject_2014.PDF,pdf,FAILED_LOGIN_REQUIRED
6520,745,01116Osherson-Midlife-PaperData_Subject_2016.PDF,pdf,FAILED_LOGIN_REQUIRED
6521,745,01116Osherson-Midlife-PaperData_Subject_2019.PDF,pdf,FAILED_LOGIN_REQUIRED
6522,745,01116Osherson-Midlife-PaperData_Subject_2021.PDF,pdf,FAILED_LOGIN_REQUIRED
6523,745,01116Osherson-Midlife-PaperData_Subject_2022.PDF,pdf,FAILED_LOGIN_REQUIRED
6524,745,01116Osherson-Midlife-PaperData_Subject_2023.PDF,pdf,FAILED_LOGIN_REQUIRED
6525,745,01116Osherson-Midlife-PaperData_Subject_2024.PDF,pdf,FAILED_LOGIN_REQUIRED
6526,745,01116Osherson-Midlife-PaperData_Subject_2026.PDF,pdf,FAILED_LOGIN_REQUIRED
6527,745,01116Osherson-Midlife-PaperData_Subject_2027.PDF,pdf,FAILED_LOGIN_REQUIRED
6528,745,01116Osherson-Midlife-PaperData_Subject_2028.PDF,pdf,FAILED_LOGIN_REQUIRED
6529,745,01116Osherson-Midlife-PaperData_Subject_2029.PDF,pdf,FAILED_LOGIN_REQUIRED
6530,745,01116Osherson-Midlife-PaperData_Subject_2031.PDF,pdf,FAILED_LOGIN_REQUIRED
6531,745,01116Osherson-Midlife-PaperData_Subject_2033.PDF,pdf,FAILED_LOGIN_REQUIRED
6532,745,01116Osherson-Midlife-PaperData_Subject_2034.PDF,pdf,FAILED_LOGIN_REQUIRED
6533,745,01116Osherson-Midlife-PaperData_Subject_2040.PDF,pdf,FAILED_LOGIN_REQUIRED
6534,745,01116Osherson-Midlife-PaperData_Subject_2041.PDF,pdf,FAILED_LOGIN_REQUIRED
6535,745,01116Osherson-Midlife-PaperData_Subject_2042.PDF,pdf,FAILED_LOGIN_REQUIRED
6536,745,01116Osherson-Midlife-PaperData_Subject_2043.PDF,pdf,FAILED_LOGIN_REQUIRED
6537,745,01116Osherson-Midlife-PaperData_Subject_2045.PDF,pdf,FAILED_LOGIN_REQUIRED
6538,745,01116Osherson-Midlife-PaperData_Subject_2047.PDF,pdf,FAILED_LOGIN_REQUIRED
6539,745,01116Osherson-Midlife-PaperData_Subject_2049.PDF,pdf,FAILED_LOGIN_REQUIRED
6540,745,01116Osherson-Midlife-PaperData_Subject_2050.PDF,pdf,FAILED_LOGIN_REQUIRED
6541,745,01116Osherson-Midlife-PaperData_Subject_2051.PDF,pdf,FAILED_LOGIN_REQUIRED
6542,745,01116Osherson-Midlife-PaperData_Subject_2053.PDF,pdf,FAILED_LOGIN_REQUIRED
6543,745,01116Osherson-Midlife-PaperData_Subject_2054.PDF,pdf,FAILED_LOGIN_REQUIRED
6544,745,01116Osherson-Midlife-PaperData_Subject_2057.PDF,pdf,FAILED_LOGIN_REQUIRED
6545,745,01116Osherson-Midlife-PaperData_Subject_2058.PDF,pdf,FAILED_LOGIN_REQUIRED
6546,745,01116Osherson-Midlife-PaperData_Subject_2065.PDF,pdf,FAILED_LOGIN_REQUIRED
6547,745,01116Osherson-Midlife-PaperData_Subject_2067.PDF,pdf,FAILED_LOGIN_REQUIRED
6548,745,01116Osherson-Midlife-PaperData_Subject_2069.PDF,pdf,FAILED_LOGIN_REQUIRED
6549,745,01116Osherson-Midlife-PaperData_Subject_2071.PDF,pdf,FAILED_LOGIN_REQUIRED
6550,745,01116Osherson-Midlife-PaperData_Subject_2074.PDF,pdf,FAILED_LOGIN_REQUIRED
6551,745,01116Osherson-Midlife-PaperData_Subject_2075.PDF,pdf,FAILED_LOGIN_REQUIRED
6552,745,01116Osherson-Midlife-PaperData_Subject_2076.PDF,pdf,FAILED_LOGIN_REQUIRED
6553,745,01116Osherson-Midlife-PaperData_Subject_2077.PDF,pdf,FAILED_LOGIN_REQUIRED
6554,745,01116Osherson-Midlife-PaperData_Subject_2079.PDF,pdf,FAILED_LOGIN_REQUIRED
6555,745,01116Osherson-Midlife-PaperData_Subject_2082.PDF,pdf,FAILED_LOGIN_REQUIRED
6556,745,01116Osherson-Midlife-PaperData_Subject_2085.PDF,pdf,FAILED_LOGIN_REQUIRED
6557,745,01116Osherson-Midlife-PaperData_Subject_2086.PDF,pdf,FAILED_LOGIN_REQUIRED
6558,745,01116Osherson-Midlife-PaperData_Subject_2088.PDF,pdf,FAILED_LOGIN_REQUIRED
6559,745,01116Osherson-Midlife-PaperData_Subject_2090.PDF,pdf,FAILED_LOGIN_REQUIRED
6560,745,01116Osherson-Midlife-PaperData_Subject_2093.PDF,pdf,FAILED_LOGIN_REQUIRED
6561,745,01116Osherson-Midlife-PaperData_Subject_2094.PDF,pdf,FAILED_LOGIN_REQUIRED
6562,745,01116Osherson-Midlife-PaperData_Subject_2095.PDF,pdf,FAILED_LOGIN_REQUIRED
6563,745,01116Osherson-Midlife-PaperData_Subject_2096.PDF,pdf,FAILED_LOGIN_REQUIRED
6564,745,01116Osherson-Midlife-PaperData_Subject_2099.PDF,pdf,FAILED_LOGIN_REQUIRED
6565,745,01116Osherson-Midlife-PaperData_Subject_2101.PDF,pdf,FAILED_LOGIN_REQUIRED
6566,745,01116Osherson-Midlife-PaperData_Subject_2102.PDF,pdf,FAILED_LOGIN_REQUIRED
6567,745,01116Osherson-Midlife-PaperData_Subject_2104.PDF,pdf,FAILED_LOGIN_REQUIRED
6568,745,01116Osherson-Midlife-PaperData_Subject_2105.PDF,pdf,FAILED_LOGIN_REQUIRED
6569,745,01116Osherson-Midlife-PaperData_Subject_2106.PDF,pdf,FAILED_LOGIN_REQUIRED
6570,745,01116Osherson-Midlife-PaperData_Subject_2108.PDF,pdf,FAILED_LOGIN_REQUIRED
6571,745,01116Osherson-Midlife-PaperData_Subject_2110.PDF,pdf,FAILED_LOGIN_REQUIRED
6572,745,01116Osherson-Midlife-PaperData_Subject_2111.PDF,pdf,FAILED_LOGIN_REQUIRED
6573,745,01116Osherson-Midlife-PaperData_Subject_2114.PDF,pdf,FAILED_LOGIN_REQUIRED
6574,745,01116Osherson-Midlife-PaperData_Subject_2118.PDF,pdf,FAILED_LOGIN_REQUIRED
6575,745,01116Osherson-Midlife-PaperData_Subject_2119.PDF,pdf,FAILED_LOGIN_REQUIRED
6576,745,01116Osherson-Midlife-PaperData_Subject_2121.PDF,pdf,FAILED_LOGIN_REQUIRED
6577,745,01116Osherson-Midlife-PaperData_Subject_2126.PDF,pdf,FAILED_LOGIN_REQUIRED
6578,745,01116Osherson-Midlife-PaperData_Subject_2127.PDF,pdf,FAILED_LOGIN_REQUIRED
6579,745,01116Osherson-Midlife-PaperData_Subject_2128.PDF,pdf,FAILED_LOGIN_REQUIRED
6580,745,01116Osherson-Midlife-PaperData_Subject_2129.PDF,pdf,FAILED_LOGIN_REQUIRED
6581,745,01116Osherson-Midlife-PaperData_Subject_2130.PDF,pdf,FAILED_LOGIN_REQUIRED
6582,745,01116Osherson-Midlife-PaperData_Subject_2132.PDF,pdf,FAILED_LOGIN_REQUIRED
6583,745,01116Osherson-Midlife-PaperData_Subject_2133.PDF,pdf,FAILED_LOGIN_REQUIRED
6584,745,01116Osherson-Midlife-PaperData_Subject_2134.PDF,pdf,FAILED_LOGIN_REQUIRED
6585,745,01116Osherson-Midlife-PaperData_Subject_2135.PDF,pdf,FAILED_LOGIN_REQUIRED
6586,745,01116Osherson-Midlife-PaperData_Subject_2136.PDF,pdf,FAILED_LOGIN_REQUIRED
